id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
3915,1957,female,48,27,36,18,3,"32,97",44
3916,1943,male,849,2,14,176,24,"327,79",107
3917,1959,male,384,2,31,862,39,"473,71",187
3918,1941,male,385,2,73,35,2,"3,98",25
3919,1973,male,226,20,20,7,2,"27,98",53
3920,1954,male,363,2,349,671,2,"10,98",14
3921,1958,female,58,2,7,91,4,"11,99",26
3922,1961,female,398,2,19,57,7,"19,94",38
3923,1963,female,182,15,159,171,1,1,10
3924,1978,male,362,7,34,203,10,"63,92",96
3925,1989,female,69,4,69,56,1,2,740
3926,1969,female,205,2,168,345,1,"9,99",97
3927,1978,female,241,2,199,266,4,"24,96",19
3928,1957,male,228,2,159,417,1,1,21
3929,1972,female,58,2,57,167,1,"0,99",29
3930,1949,male,266,7,67,434,2,"2,99",24
3931,1965,male,20,2,6,18,1,"0,99",23
3932,1959,female,263,2,87,919,2,"5,98",97
3933,1958,male,252,7,252,6,1,"9,99",43
3934,1989,male,226,19,219,86,1,"0,99",12
3935,1964,female,73,15,34,56,4,"22,97",47
3936,1970,female,155,1,103,1733,19,"183,82",785
3937,1965,female,230,2,61,757,26,"137,79",96
3938,1970,female,157,5,11,81,20,"136,94",117
3939,1988,male,385,8,30,14,3,"8,97",30
3940,1965,male,168,24,107,59,18,"559,83",188
3941,1984,male,71,3,62,22,4,"22,98",53
3942,1966,male,36,20,22,19,3,"6,97",42
3943,1947,male,565,20,131,3016,26,"266,73",101
3944,1958,male,271,22,233,112,7,"39,93",10
3945,1977,female,351,2,97,1779,3,"3,98",751
3946,1958,female,72,2,68,110,2,"6,99",41
3947,1967,male,847,9,278,62,6,"127,94",6
3948,1949,female,226,3,184,215,16,"291,84",29
3949,1966,female,45,3,17,63,9,"40,98",101
3950,1980,female,266,30,135,37,3,"16,97",24
3951,1966,male,205,5,202,123,2,"3,98",23
3952,1905,male,615,25,28,168,6,"32,94",33
3953,1968,male,351,19,19,18,5,"18,97",58
3954,1974,,230,10,216,48,4,"6,96",16
3955,1949,male,70,12,12,28,5,"54,95",86
3956,1940,female,45,4,19,68,11,"256,9",176
3957,1959,male,400,3,369,588,2,"6,98",42
3958,1942,male,253,17,60,21,1,2,23
3959,1966,male,72,2,26,113,5,"10,99",56
3960,1958,female,69,20,55,25,5,"55,97",105
3961,1985,male,10,2,9,12,1,"0,99",34
3962,1965,male,408,1,406,73,5,"32,95",17
3963,1956,male,226,10,226,5,1,"4,99",1
3964,1965,male,165,2,8,475,3,"3,99",22
3965,1950,female,47,2,2,26,4,"15,97",51
3966,1956,male,350,3,77,140,4,"13,96",52
3967,1951,male,228,7,223,161,1,"0,99",20
3968,1975,female,59,18,57,66,1,2,20
3969,1973,male,58,19,19,104,24,"205,86",136
3970,1952,male,46,2,31,99,1,"0,99",16
3971,1980,female,446,2,233,375,1,"0,99",74
3972,1961,male,228,2,186,114,3,"2,97",20
3973,1952,male,253,3,18,254,14,"36,91",69
3974,1957,male,250,2,13,173,6,"14,95",55
3975,1954,male,263,12,12,85,10,"55,92",57
3976,1949,female,218,23,211,11,4,"11,96",3
3977,1951,male,168,4,29,269,5,"12,99",43
3978,1954,female,363,4,362,5,1,"4,99",8
3979,1941,female,230,13,13,785,72,"568,29",112
3980,1948,male,460,2,102,276,9,"87,93",133
3981,1946,male,252,2,43,718,2,"2,99",50
3982,1947,female,218,16,16,7,3,"8,97",47
3983,1944,female,215,8,202,6,2,"19,98",4
3984,1957,male,78,24,52,17,3,"7,98",33
3985,1980,male,372,12,365,11,1,"1,99",7
3986,1967,male,216,2,35,29,2,"7,98",40
3987,1977,male,421,8,193,227,5,"7,95",18
3988,1955,female,387,17,262,83,2,"1,98",15
3989,1947,female,264,2,263,426,1,"4,99",19
3990,1951,male,458,2,15,1252,19,"165,87",116
3991,1961,,214,21,132,461,46,"384,58",51
3992,1994,female,60,6,59,11,1,2,14
3993,1945,male,216,5,7,173,1,"0,99",22
3994,1964,male,216,2,149,161,3,"15,97",17
3995,1958,male,400,1,397,570,4,"26,96",587
3996,1941,male,264,8,263,40,6,"329,94",13
3997,1961,female,239,3,75,128,6,"9,97",92
3998,1952,male,457,4,90,534,1,"0,99",31
3999,1958,male,71,2,64,101,2,"3,98",50
4000,1962,male,422,3,376,783,1,"0,99",39
4001,1905,female,265,22,174,137,7,"39,93",25
4002,1968,male,251,6,61,98,8,"32,93",37
4003,1972,male,242,7,242,6,1,"0,99",13
4004,1981,male,35,2,33,27,2,"2,99",32
4005,1955,male,248,2,215,65,4,"16,96",9
4006,1962,female,222,2,110,172,17,"117,82",45
4007,1973,male,263,2,70,214,7,"28,94",99
4008,1975,male,250,3,145,116,4,"9,98",13
4009,1966,female,51,16,37,33,3,"6,97",32
4010,1956,female,217,26,217,3,1,"4,99",1
4011,1957,female,22,5,21,11,1,"0,99",12
4012,1971,male,396,5,220,13,4,"3,96",4
4013,1971,male,360,22,353,7,9,"44,91",8
4014,1959,male,254,2,169,284,11,"229,89",98
4015,1941,female,553,17,167,93,1,"4,99",22
4016,1951,female,251,19,166,327,3,"14,97",29
4017,1994,male,34,30,30,2,1,"1,99",26
4018,1960,male,204,10,10,341,25,"194,79",146
4019,1950,male,72,17,55,56,1,"4,99",26
4020,1951,male,71,6,40,79,8,"67,92",88
4021,1968,male,397,2,12,743,1,"1,99",17
4022,1971,male,423,17,97,25,3,"6,97",31
4023,1992,male,60,25,56,23,2,"4,99",30
4024,1942,female,262,2,67,459,2,3,47
4025,1959,female,226,2,136,149,37,"231,63",15
4026,1952,male,271,11,11,13,5,"5,96",13
4027,1956,male,57,7,41,86,2,"6,99",25
4028,1975,male,47,2,5,20,2,"21,99",65
4029,1978,male,36,2,10,47,1,"0,99",26
4030,1958,female,386,16,363,71,2,"6,98",13
4031,1951,male,433,2,60,861,7,"94,94",82
4032,1954,male,266,2,7,260,2,"3,98",20
4033,1961,male,58,7,56,66,2,"2,99",47
4034,1967,female,253,5,13,189,6,"9,98",46
4035,1955,male,263,2,156,938,12,"73,88",88
4036,1993,female,180,8,118,213,3,"5,99",53
4037,1905,male,156,5,5,6,1,"2,99",52
4038,1970,male,15,6,14,24,2,"2,99",47
4039,1960,male,58,14,32,25,1,2,24
4040,1952,female,835,9,76,109,2,"3,98",24
4041,1978,male,266,2,208,88,34,"191,66",16
4042,1962,male,205,2,3,117,30,"279,73",158
4043,1973,male,205,3,184,49,2,"2,98",10
4044,1960,female,264,11,174,495,10,"52,89",82
4045,1972,female,376,3,15,494,10,"100,91",131
4046,1960,male,165,2,33,259,15,"147,87",105
4047,1958,male,385,5,226,188,10,"54,88",20
4048,1964,female,375,16,373,17,1,"0,99",9
4049,1960,male,251,7,243,122,1,"0,99",12
4050,1969,male,239,9,237,179,1,"0,99",14
4051,1965,male,71,2,34,61,2,"3,98",32
4052,1970,female,68,29,66,4,2,"3,98",17
4053,1969,male,241,6,237,23,1,"0,99",9
4054,1961,female,372,2,77,729,4,"11,96",79
4055,1964,male,252,10,234,187,1,"0,99",20
4056,1976,female,380,2,32,638,247,"4689,47",244
4057,1952,female,235,2,13,976,34,"201,67",67
4058,1980,female,63,8,54,13,2,"2,99",34
4059,1937,male,213,26,213,7,1,"4,99",10
4060,1964,female,218,3,168,312,3,"3,97",19
4061,1970,male,662,23,564,145,3,"22,97",26
4062,1963,male,170,4,138,363,3,"19,97",15
4063,1988,male,443,1,2,1600,433,"2683,81",323
4064,1949,female,607,16,545,566,4,"64,96",56
4065,1954,female,258,2,18,440,15,"582,86",139
4066,1974,male,233,1,167,24,7,"10,93",10
4067,1936,male,377,6,26,156,12,"24,9",44
4068,1970,female,255,2,11,246,2,"4,98",29
4069,1941,female,29,19,20,22,2,"4,98",20
4070,1961,male,63,2,61,267,2,"3,98",55
4071,1975,female,12,11,12,6,1,2,9
4072,1947,female,269,8,264,52,2,"24,98",16
4073,1954,male,257,2,20,155,23,"358,8",195
4074,1970,female,219,3,218,20,1,"0,99",7
4075,1950,male,208,2,11,270,1,"0,99",17
4076,1949,male,443,8,441,7,1,"0,99",3
4077,1955,male,394,12,298,167,6,"30,94",17
4078,1988,male,255,2,29,11,3,"19,97",55
4079,1956,female,222,2,161,186,6,"33,94",20
4080,1966,male,270,2,149,392,3,"2,98",28
4081,1956,male,67,21,32,15,4,"9,96",43
4082,1951,female,170,3,71,37,6,"146,94",111
4083,1938,male,158,2,146,713,7,"23,93",23
4084,1968,female,438,29,368,352,4,"15,96",21
4085,1943,female,260,2,51,281,3,"4,97",21
4086,1940,male,854,2,138,1312,7,"48,91",65
4087,1964,male,218,7,160,150,5,"5,96",20
4088,1965,male,5,5,5,2,1,2,22
4089,1990,male,258,18,251,73,2,"2,98",13
4090,1956,male,25,18,22,23,3,"14,98",63
4091,1960,female,245,7,54,160,18,"167,83",75
4092,1940,female,269,24,40,89,3,"19,97",56
4093,1955,male,257,4,88,438,4,"7,96",30
4094,1982,female,255,6,241,50,3,"5,97",12
4095,1974,male,164,2,110,122,8,"12,96",33
4096,1987,female,16,2,16,6,1,"0,99",31
4097,1951,male,352,20,351,7,1,"0,99",2
4098,1980,male,354,12,40,84,3,"9,98",139
4099,1955,male,270,19,264,90,1,"0,99",9
4100,1966,male,249,8,36,95,38,"1215,61",209
4101,1945,female,211,2,108,1245,13,"95,87",85
4102,1959,female,586,2,521,728,1,"0,99",28
4103,1960,female,171,2,70,634,18,"260,85",124
4104,1957,male,368,6,364,9,3,"21,97",7
4105,1961,female,261,13,130,133,5,"21,95",49
4106,1952,female,353,2,40,404,18,"225,83",132
4107,1971,female,74,2,33,274,1,"0,99",30
4108,1942,male,235,2,53,330,2,5,42
4109,2000,male,244,18,244,528,1,"0,99",811
4110,1965,female,220,4,33,64,2,"2,99",20
4111,1949,male,441,3,192,593,1,"0,99",45
4112,1961,male,258,3,167,97,3,"2,97",16
4113,1973,,61,4,27,108,5,"48,95",77
4114,1957,female,247,9,159,676,1,1,22
4115,1951,female,219,1,174,1496,3,"27,97",751
4116,1970,male,29,6,9,44,5,"18,95",64
4117,1931,male,271,1,264,897,1,"0,99",30
4118,1957,male,206,7,153,97,4,"25,96",20
4119,1962,male,271,2,261,34,1,"4,99",9
4120,1950,male,431,2,12,306,10,"43,93",66
4121,1963,female,270,4,166,133,1,"4,99",14
4122,1949,female,232,11,210,240,2,"9,98",43
4123,1962,male,357,2,182,999,7,"30,93",23
4124,1955,male,456,19,451,43,6,"120,94",15
4125,1962,male,437,2,336,637,1,"0,99",434
4126,1960,female,270,18,252,141,1,"0,99",15
4127,1978,male,19,2,17,13,1,"9,99",65
4128,1971,male,612,12,556,236,6,"25,94",30
4129,1970,male,377,8,351,120,4,"21,96",26
4130,1955,male,267,8,25,126,24,"160,75",45
4131,1963,male,560,14,248,96,2,"2,97",24
4132,1963,female,378,21,328,66,3,"7,97",9
4133,1958,male,258,15,56,61,4,"94,97",61
4134,1959,male,657,25,135,10,4,"4,96",24
4135,1949,female,378,4,375,67,1,"1,99",9
4136,1960,male,424,20,31,767,43,"456,57",88
4137,1981,male,270,2,55,699,21,"356,85",32
4138,1957,male,67,7,67,41,1,2,27
4139,1962,male,258,10,258,152,1,"0,99",17
4140,1941,female,173,6,24,107,8,"51,92",64
4141,1964,male,430,9,156,528,9,"18,91",32
4142,1963,male,233,10,102,14,3,"9,97",50
4143,1957,male,248,2,27,327,35,"498,68",173
4144,1978,male,66,5,63,27,1,"0,99",16
4145,1968,female,233,6,209,12,3,"6,97",7
4146,1980,male,244,16,244,33,1,"4,99",20
4147,1954,female,50,5,49,21,1,"1,99",28
4148,1956,female,173,15,67,387,5,"28,99",66
4149,1945,female,170,18,130,68,3,"15,97",32
4150,1965,male,391,14,249,15,1,"4,99",9
4151,1975,,367,7,323,53,31,"617,69",63
4152,1945,female,220,1,142,282,1,"10,98",9
4153,1954,female,657,1,19,2995,12,"179,89",663
4154,1944,male,257,2,111,619,2,"2,99",54
4155,1964,male,65,2,3,172,26,"147,83",228
4156,1947,female,221,3,194,375,26,"305,74",20
4157,1952,male,66,19,54,27,10,"45,94",77
4158,1970,female,212,14,106,69,10,"18,91",48
4159,1969,male,270,3,270,139,1,"0,99",16
4160,1967,male,186,2,76,65,12,"88,88",92
4161,1945,female,173,2,22,270,40,"329,67",92
4162,1946,male,395,16,215,98,6,"38,94",28
4163,1953,female,66,30,50,20,3,"10,99",41
4164,1966,male,377,10,372,29,4,"12,96",15
4165,1957,male,427,24,267,126,2,"1,98",11
4166,1970,male,268,18,243,261,4,"11,95",18
4167,1975,male,429,2,426,88,1,"0,99",10
4168,1989,male,24,2,13,24,4,"9,98",45
4169,1948,female,364,5,15,43,15,"147,87",112
4170,1961,female,378,19,352,58,8,"46,92",9
4171,1960,female,246,2,15,150,13,"108,88",70
4172,1966,male,249,2,132,394,1,1,16
4173,1959,male,546,3,222,113,2,"1,98",16
4174,1955,male,63,5,18,45,2,"4,99",43
4175,1963,female,235,21,231,239,1,"0,99",24
4176,1978,male,206,14,152,112,2,3,11
4177,1957,male,195,15,156,405,2,"1,99",23
4178,1947,female,851,2,121,95,5,"9,95",40
4179,1963,male,257,18,246,20,3,"29,97",9
4180,1962,female,259,3,236,63,4,"4,96",26
4181,1953,male,648,3,67,164,13,"19,91",57
4182,1961,male,451,5,205,18,4,"3,96",6
4183,1969,male,170,3,8,178,58,"566,46",199
4184,1958,male,274,18,266,16,1,"10,98",9
4185,1982,male,269,2,227,155,1,"9,99",19
4186,1982,male,354,14,352,14,1,"1,99",7
4187,1966,male,158,21,46,35,11,"208,95",157
4188,1956,male,206,2,145,595,2,3,17
4189,1947,female,585,2,156,2780,43,"392,56",100
4190,1948,female,427,27,161,357,1,"4,99",25
4191,1965,male,850,7,459,41,1,"0,99",11
4192,1975,male,75,2,34,167,15,"104,92",104
4193,1955,male,160,3,12,179,11,"46,91",78
4194,1964,male,273,3,103,246,6,"59,95",75
4195,1953,male,208,3,7,36,1,"0,99",19
4196,1960,male,462,3,53,468,1,2,50
4197,1972,female,172,29,163,13,1,"9,99",19
4198,1983,female,55,3,12,212,18,"44,82",62
4199,1959,male,437,16,361,223,2,"5,98",26
4200,1937,male,381,12,232,18,2,"1,98",8
4201,1950,male,271,27,64,14,5,"12,97",47
4202,1953,male,403,1,264,447,65,"517,29",33
4203,1964,female,267,24,245,109,3,"5,97",13
4204,1970,female,211,15,93,180,2,"11,99",28
4205,1942,female,63,2,59,17,2,"4,99",33
4206,1965,female,220,22,182,118,5,"5,95",34
4207,1970,male,270,7,15,54,6,"39,97",85
4208,1958,male,431,3,81,1207,22,"2258,82",560
4209,1941,male,394,7,167,25,3,"16,97",14
4210,1952,,267,2,47,67,2,"3,98",45
4211,1952,female,213,4,84,97,6,"20,97",40
4212,1970,male,74,5,5,73,17,"142,85",111
4213,1961,female,220,5,114,324,1,"0,99",82
4214,1951,male,79,1,4,165,10,"134,94",75
4215,1966,female,41,23,38,23,2,"9,98",30
4216,1969,male,246,16,159,209,3,"3,98",20
4217,1961,male,430,15,401,80,2,"24,98",16
4218,1979,male,257,2,110,261,9,"36,92",56
4219,1983,male,17,8,15,20,1,"9,99",46
4220,1961,male,222,5,84,684,5,"163,97",782
4221,1949,male,219,10,111,59,5,"9,97",195
4222,1972,male,267,27,59,400,52,"838,49",145
4223,1962,male,369,3,5,263,17,"174,84",100
4224,1978,male,78,16,45,140,3,"7,99",56
4225,1971,male,427,19,39,83,4,"22,97",44
4226,1948,male,78,2,6,351,102,"3237,3",510
4227,1962,male,13,2,4,57,7,"74,93",124
4228,1958,male,221,2,6,178,3,"4,99",22
4229,1942,female,267,2,255,363,2,"2,98",26
4230,1972,male,270,7,152,380,30,"31,68",16
4231,1952,male,211,2,177,320,1,"9,99",18
4232,1954,male,270,2,31,135,12,"198,9",122
4233,1944,female,51,2,28,408,8,"101,94",146
4234,1966,male,233,3,164,28,34,"544,65",26
4235,1935,female,220,2,18,425,3,"26,98",54
4236,1942,female,78,24,43,13,1,"4,99",19
4237,1905,male,270,6,7,23,3,"20,96",29
4238,1957,male,171,7,49,19,4,"22,97",59
4239,1952,male,48,6,26,57,7,"309,95",277
4240,1941,male,77,27,27,23,7,"24,93",44
4241,1973,female,839,3,368,272,2,"9,98",30
4242,1969,female,357,19,232,872,9,"25,91",25
4243,1961,female,380,24,203,184,25,"124,75",17
4244,1964,male,353,5,109,177,7,"7,94",23
4245,1997,male,13,13,13,2,1,2,32
4246,1967,male,270,2,262,325,1,"0,99",16
4247,1960,male,170,3,5,287,53,"300,57",151
4248,1950,male,355,10,19,333,11,"28,91",72
4249,1959,male,465,12,327,480,4,"31,96",35
4250,1977,male,231,10,123,248,2,"2,98",37
4251,1985,male,389,2,375,134,1,"0,99",20
4252,1966,male,268,13,15,336,14,"60,86",72
4253,1948,female,232,4,62,180,26,"184,78",89
4254,1952,female,258,27,190,160,1,"0,99",27
4255,1954,female,231,2,220,16,3,"20,97",6
4256,1974,female,380,7,82,59,2,"2,99",19
4257,1945,male,357,4,308,438,10,"47,9",19
4258,1950,female,53,2,38,143,5,"24,95",50
4259,1950,male,378,3,369,369,1,"0,99",36
4260,1971,male,258,3,191,168,2,"1,98",29
4261,1953,male,258,3,13,27,2,"3,98",43
4262,1955,male,247,2,61,329,4,"10,96",47
4263,1984,male,261,3,261,46,1,"1,98",11
4264,1942,male,176,1,39,181,13,"71,93",116
4265,1947,female,267,3,5,427,117,"6924,94",436
4266,1958,female,243,18,180,365,11,"51,89",25
4267,1957,male,856,2,250,75,1,"0,99",11
4268,1994,male,206,2,65,539,2,"3,98",40
4269,1951,female,222,6,197,210,3,"2,97",10
4270,1905,male,73,25,54,15,1,"0,99",20
4271,1962,male,364,1,5,1421,12,"69,92",85
4272,1956,male,450,2,307,205,19,"72,81",19
4273,1950,male,67,5,12,81,2,"4,98",40
4274,1944,male,462,2,11,926,1,"1,99",46
4275,1959,male,73,2,53,28,10,"29,91",53
4276,1960,male,79,2,24,434,4,"111,98",147
4277,1950,female,243,1,20,571,20,"187,81",37
4278,1953,male,273,7,76,302,12,"182,89",120
4279,1964,female,220,2,105,449,1,"0,99",34
4280,1967,male,66,6,50,28,7,"30,94",57
4281,1968,male,55,21,29,5,2,"4,99",22
4282,1951,male,230,2,5,477,40,"2865,65",422
4283,1965,male,26,8,22,16,4,"5,96",21
4284,1968,male,431,17,21,243,42,"1131,58",73
4285,1953,male,352,30,290,93,5,"32,95",12
4286,1959,male,170,3,7,45,1,"0,99",20
4287,1966,female,52,26,33,49,1,"2,99",46
4288,1961,male,260,13,188,25,8,"240,92",49
4289,1973,male,258,9,103,427,6,"29,95",56
4290,1947,male,449,9,18,38,13,"84,88",52
4291,1955,male,390,2,360,1029,4,"16,96",70
4292,1954,female,230,5,139,369,17,"70,84",35
4293,1980,male,219,2,192,264,1,"0,99",38
4294,1947,female,196,12,172,35,6,"27,94",9
4295,1938,male,438,2,419,832,6,"54,94",50
4296,1971,male,256,2,79,346,12,"27,88",30
4297,1964,female,173,15,24,10,11,"175,89",119
4298,1952,male,599,6,63,50,3,"5,98",27
4299,1952,male,431,2,85,402,9,"102,91",150
4300,1993,male,624,21,282,216,1,"0,99",16
4301,1953,female,66,25,47,40,5,"50,95",55
4302,1966,male,392,5,22,25,5,"23,95",38
4303,1947,male,377,2,88,226,11,"173,91",76
4304,1952,male,237,5,35,67,6,"38,96",53
4305,1983,male,208,9,201,25,2,"1,98",12
4306,1963,male,182,11,180,25,1,"24,99",8
4307,1949,male,427,1,35,574,8,"34,92",61
4308,1970,female,267,16,241,219,1,"0,99",85
4309,1945,female,220,7,204,7,3,"64,97",9
4310,1971,male,782,11,461,32,1,"0,99",6
4311,1957,female,258,8,240,63,2,"14,98",16
4312,1945,female,221,20,218,68,1,"0,99",11
4313,1973,male,207,6,200,72,3,"2,97",21
4314,1950,female,233,8,11,14,4,"21,96",100
4315,1952,male,853,30,556,16,1,"0,99",8
4316,1966,male,52,2,22,128,1,"0,99",29
4317,1956,male,365,2,335,2058,8,"112,92",97
4318,1969,male,78,2,26,137,13,"315,93",177
4319,1959,male,451,10,450,35,6,"150,94",16
4320,1954,male,380,5,144,825,4,"11,99",14
4321,1956,female,172,2,8,110,24,"270,83",112
4322,1948,male,405,14,396,27,3,"11,97",10
4323,1965,male,272,2,248,212,1,"0,99",13
4324,1962,female,242,6,241,8,1,"4,99",6
4325,1952,male,427,6,90,253,4,"5,98",34
4326,1947,female,371,2,2,490,72,"1005,33",118
4327,1960,female,176,2,41,468,8,"30,93",60
4328,1939,female,235,1,194,59,4,"94,96",9
4329,1966,male,31,4,4,12,6,"27,95",61
4330,1940,female,270,2,268,346,1,"24,99",19
4331,1962,female,268,7,137,154,6,"23,94",20
4332,1987,female,61,2,5,30,4,"8,99",46
4333,1962,female,26,2,11,24,2,"3,98",23
4334,1960,male,163,9,162,16,1,"4,99",7
4335,1959,male,248,2,37,458,2,"1,99",54
4336,1959,male,235,3,15,19,10,"105,9",60
4337,1954,male,66,2,57,107,1,2,26
4338,1961,female,221,3,212,119,1,"0,99",20
4339,1984,female,647,16,194,198,38,"343,62",31
4340,1957,male,201,7,93,449,20,"142,81",121
4341,1942,male,658,12,261,19,1,"9,99",6
4342,1958,female,230,2,194,927,8,"58,92",18
4343,1957,female,221,14,183,104,6,"53,94",16
4344,1957,male,51,3,10,111,9,"38,94",61
4345,1943,male,73,6,17,67,5,"12,96",47
4346,1968,male,255,2,159,254,1,1,18
4347,1954,male,171,2,79,322,3,"4,97",25
4348,1947,male,258,20,48,192,7,"138,93",32
4349,1971,male,73,10,72,8,1,"4,99",25
4350,1954,male,613,1,21,2590,29,"295,75",392
4351,1967,male,393,3,27,989,4,"18,97",26
4352,1953,male,364,4,90,761,14,"73,86",48
4353,1947,male,234,3,25,14,3,"15,97",50
4354,1939,male,199,24,90,58,14,"110,86",73
4355,1966,male,380,29,375,27,1,"4,99",20
4356,1954,male,267,2,241,926,3,"3,97",35
4357,1970,male,79,4,68,18,3,"16,98",51
4358,1977,female,383,7,370,63,3,"11,97",18
4359,1942,female,622,2,2,769,186,"1098,23",154
4360,1960,female,267,2,153,522,1,1,15
4361,1961,male,259,10,252,19,1,"9,99",7
4362,1965,male,48,4,6,127,10,"69,95",101
4363,1968,female,829,27,199,165,1,"0,99",9
4364,1994,male,249,23,231,61,1,"0,99",14
4365,1980,male,236,12,185,133,2,"1,98",29
4366,1975,male,235,4,230,23,1,"0,99",8
4367,1951,female,170,2,8,72,6,"35,97",121
4368,1959,female,258,2,114,328,36,"873,65",676
4369,1957,male,255,3,246,160,1,"0,99",16
4370,1955,male,222,2,33,500,3,"55,98",49
4371,1948,male,258,22,22,120,30,"182,71",73
4372,1985,male,79,3,60,7,2,"2,99",32
4373,1948,male,451,18,255,93,1,"0,99",23
4374,1969,female,270,7,11,14,1,"0,99",17
4375,1964,male,235,4,192,305,1,"0,99",28
4376,1970,male,19,7,7,6,1,"0,99",33
4377,1960,male,231,8,16,79,8,"114,92",33
4378,1959,female,235,4,138,705,8,"23,92",58
4379,1984,female,403,5,392,47,1,"0,99",9
4380,1960,male,236,30,99,189,15,"34,88",51
4381,1955,female,449,5,94,335,3,"24,97",25
4382,1945,male,389,14,150,42,2,"18,98",11
4383,1964,male,377,2,5,501,65,"361,32",88
4384,1952,female,598,2,196,2946,12,"69,88",37
4385,1955,male,270,2,90,433,18,"39,84",14
4386,1977,male,404,20,32,20,1,"0,99",17
4387,1956,female,367,5,204,209,10,"48,9",25
4388,1983,female,636,2,515,444,3,"11,97",23
4389,1970,male,256,5,111,266,15,"89,86",51
4390,1942,male,220,2,37,467,6,"8,96",21
4391,1968,female,61,26,55,33,8,"39,93",60
4392,1958,male,462,2,48,649,5,"46,96",94
4393,1979,male,357,17,17,143,29,"376,72",185
4394,1952,male,370,21,170,166,2,"10,98",11
4395,1954,male,259,29,254,51,1,"0,99",9
4396,1989,female,210,18,62,81,7,"47,94",61
4397,1947,male,426,2,425,563,1,"4,99",28
4398,1977,male,210,22,204,27,4,"24,96",10
4399,1944,male,261,8,251,492,1,"4,99",21
4400,1986,female,174,4,8,58,3,"22,98",162
4401,1966,male,170,2,106,403,6,"36,94",74
4402,1959,male,383,7,7,197,12,"159,88",76
4403,1956,female,220,13,217,225,2,"1,98",23
4404,1945,male,852,2,93,1273,7,"105,96",101
4405,1952,male,465,11,299,131,3,"10,97",20
4406,1955,female,41,2,11,73,15,"64,92",80
4407,1983,male,234,5,36,148,5,"11,96",60
4408,1965,male,268,6,237,241,5,"220,95",34
4409,1967,female,219,13,216,126,1,"4,99",21
4410,1974,male,382,3,370,87,1,"0,99",9
4411,1933,female,258,2,180,132,1,"0,99",13
4412,1937,female,63,2,63,115,2,"19,98",42
4413,1970,male,455,3,167,473,2,"9,98",224
4414,1955,male,249,6,163,125,3,"15,97",45
4415,1950,female,170,3,109,136,1,"0,99",16
4416,1950,female,29,11,13,6,2,"5,98",23
4417,1952,female,261,2,209,657,6,"21,94",39
4418,1939,female,173,15,41,353,7,"19,98",53
4419,1947,female,268,29,251,190,4,"10,96",13
4420,1962,male,261,24,57,20,21,"217,78",51
4421,1965,male,354,26,38,9,1,"0,99",16
4422,1970,female,231,4,209,319,3,"4,97",22
4423,1961,female,62,2,45,277,3,"7,99",38
4424,1973,female,815,3,5,167,25,"2331,76",450
4425,1981,male,267,25,171,12,1,"0,99",7
4426,1943,female,51,2,42,126,6,"228,96",123
4427,1978,male,185,2,179,299,1,"0,99",9
4428,1963,female,268,19,198,92,9,"107,91",20
4429,1972,male,355,2,162,251,12,"97,88",22
4430,1975,male,261,2,28,348,3,"3,98",41
4431,1946,male,255,2,60,155,4,"13,98",45
4432,1964,male,243,2,243,479,3,"10,97",15
4433,1977,male,212,2,138,475,1,"0,99",124
4434,1950,male,28,2,6,90,4,"9,96",33
4435,1956,male,257,4,251,24,2,"9,98",8
